id,mz,diff,reference,formula,formula_isotopefree,formula_ion,homseries,totalc,H.C,O.C,C,H,O,N,S,P,Cl,Na,C13,O18,N15,S34,Cl37,Co,Cu.i,Cu.ii,Cu65.i,Cu65.ii,Fe.ii,Fe.iii,Fe54.ii,Fe54.iii,Br79,Br81,Ni.ii,Ni60.ii,Zn.ii,Zn66.ii,I,MDL_3.3,ResPow,m1,SE,present_in,AI,AI.mod,DBE,Aromatic,Aromatic.O_rich,Aromatic.O_poor,Highly.unsaturated,Highly.unsaturated.O_rich,Highly.unsaturated.O_poor,Unsaturated,Unsaturated.O_rich,Unsaturated.O_poor,Unsaturated.with.N,Saturated,Saturated.O_rich,Saturated.O_poor,mean_signal_to_MDL,isoratioC13.1,isoratioC13.2,isoratio_O18,isoratioS34,isoratioN15,isoratioBr81.1,isoratioBr81.2,isoratioCu.i_65,isoratioCu.ii_65,isoratioFe.ii_54,isoratioFe.iii_54,isoratioZn.ii_66,isoratioNi.ii_60,isoratioCl37,isorat_sdC13.1,isorat_sdC13.2,isorat_sd_O18,isorat_sd_S34,isorat_sd_N15,homnetworkmember,diff_filter,alternative_formula,Sample1_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B1_1-1-2_1_3454.csv,Sample2_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B1_1-1-2_1_3462.csv,Sample3_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B1_1-1-2_1_3470.csv,Sample4_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B2_1-1-3_1_3456.csv,Sample5_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B2_1-1-3_1_3464.csv,Sample6_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B2_1-1-3_1_3592.csv,Sample7_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3604.csv,Sample8_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3610.csv,Sample9_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3616.csv,Sample10_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3606.csv,Sample11_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3612.csv,Sample12_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3618.csv,Sample13_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S1_1-1-6_1_3480.csv,Sample14_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S1_1-1-6_1_3488.csv,Sample15_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S1_1-1-6_1_3496.csv,Sample16_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S2_1-1-7_1_3482.csv,Sample17_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S2_1-1-7_1_3490.csv,Sample18_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S2_1-1-7_1_3498.csv,Sample19_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S3_1-1-8_1_3502.csv,Sample20_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S3_1-1-8_1_3510.csv,Sample21_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S3_1-1-8_1_3518.csv,Sample22_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-1_1-1-9_1_3504.csv,Sample23_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-1_1-1-9_1_3512.csv,Sample24_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-1_1-1-9_1_3520.csv,Sample25_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-2_1-1-10_1_3506.csv,Sample26_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-2_1-1-10_1_3514.csv,Sample27_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-2_1-1-10_1_3522.csv,Sample28_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-3_1-1-11_1_3528.csv,Sample29_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-3_1-1-11_1_3536.csv,Sample30_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-3_1-1-11_1_3544.csv,Sample31_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-4_1-1-12_1_3530.csv,Sample32_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-4_1-1-12_1_3538.csv,Sample33_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-4_1-1-12_1_3546.csv,Sample34_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-5_1-1-13_1_3532.csv,Sample35_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-5_1-1-13_1_3540.csv,Sample36_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-5_1-1-13_1_3548.csv,Sample37_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS1_1-1-22_1_3624.csv,Sample38_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS1_1-1-22_1_3630.csv,Sample39_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS1_1-1-22_1_3636.csv,Sample40_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS2_1-1-24_1_3642.csv,Sample41_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS2_1-1-24_1_3648.csv,Sample42_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS2_1-1-24_1_3654.csv,Sample43_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS3_1-1-25_1_3658.csv,Sample44_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS3_1-1-25_1_3664.csv,Sample45_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS3_1-1-25_1_3670.csv,Sample46_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D1_1-1-26_1_3660.csv,Sample47_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D1_1-1-26_1_3666.csv,Sample48_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D1_1-1-26_1_3672.csv,Sample49_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D2_1-1-27_1_3676.csv,Sample50_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D2_1-1-27_1_3682.csv,Sample51_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D2_1-1-27_1_3688.csv,Sample52_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D3_1-1-28_1_3678.csv,Sample53_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D3_1-1-28_1_3684.csv,Sample54_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D3_1-1-28_1_3690.csv,Sample55_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D4_1-1-29_1_3694.csv,Sample56_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D4_1-1-29_1_3700.csv,Sample57_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D4_1-1-29_1_3706.csv,Sample58_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D5_1-1-30_1_3696.csv,Sample59_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D5_1-1-30_1_3702.csv,Sample60_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D5_1-1-30_1_3708.csv,NELHA1,NELHA2,NELHA3,NELHA4,NELHA5,NELHA6
0,332.1503431,0.007585,333.1576221,C_18 H_23 O_5 N_1,C18H23NO5,C_18 H_22 O_5 N_1,7,18,1.278,0.278,18,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563748.102,587599.5,332.1503444,0.224445092,8,0.17,0.31,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,FALSE,NA,NA,NA,NA,2827862,2927940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4099570,6269734,7421295,3885373,4684567,5745318
-1,332.1584577,0.0187204,333.1657279,C_18 H_24 O_5 C13_1,C19H24O5,C_18 H_23 O_5 C13_1,15,19,1.263,0.263,18,24,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563748.102,622199,332.1584601,0.106542379,6,0.21,0.33,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1.58,77.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.2153089,NA,NA,NA,NA,216,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3266036,4229928,4070769,4315456,3556121,4852392
0,332.1616517,0.2180005,333.1688555,C_17 H_23 O_4 N_3,C17H23N3O4,C_17 H_22 O_4 N_3,1,17,1.353,0.235,17,23,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563748.102,584877,332.1616548,0.217803346,4,0.1,0.25,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585513,NA,NA,NA,2652179,NA,NA,NA,NA,NA,2612842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2762097,NA,NA,NA
0,333.0616118,0.0637533,334.068867,C_16 H_14 O_8,C16H14O8,C_16 H_13 O_8,20,16,0.875,0.5,16,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564102.42,622467.8333,333.0616144,0.110665158,6,0.25,0.5,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3813075,4434954,5738056,4581955,6376429,4406174
0,333.0649565,0.0179063,334.072239,C_13 H_18 O_8 S_1,C13H18O8S,C_13 H_17 O_8 S_1,7,13,1.385,0.615,13,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564102.42,632907.25,333.0649573,0.071115446,4,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2597347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3725012,3025930,NA,3033667,NA,NA
-1,333.0728219,0.0060524,334.0801003,C_15 H_14 O_7 N_2,C15H14N2O7,C_15 H_13 O_7 N_2,2,15,0.933,0.467,15,14,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564102.42,625150.069,333.0728248,0.107828664,29,0.17,0.47,10,0,0,0,1,0,1,0,0,0,0,0,0,0,2.48,322.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777.6522894,NA,NA,NA,NA,406,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302389,3441962,2632626,6645803,6120172,6024176,18859928,19743412,18942210,4682516,5235411,6309808,7921760,7651152,9070588,2754581,3497564,2916000,2590138,NA,3059269,6215492,5572735,5734885,3219158,3218444,6323786,5192262,3036143,3734433
0,333.0979723,0.0107691,334.1052523,C_17 H_18 O_7,C17H18O7,C_17 H_17 O_7,21,17,1.059,0.412,17,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564102.42,580257.5,333.0979748,0.011275394,6,0.2,0.41,9,0,0,0,1,0,1,0,0,0,0,0,0,0,12.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29974236,32857106,34135632,34495052,32037878,35052456
0,333.101332,0.0474726,334.1086243,C_14 H_22 O_7 S_1,C14H22O7S,C_14 H_21 O_7 S_1,1,14,1.571,0.5,14,22,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564102.42,607811,333.1013335,0.20950115,5,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2730638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2653917,NA,3219025,NA,3304438,3816361
-1,333.1173107,0.0131149,334.1245916,C_16 H_19 O_6 N_1 C13_1,C17H19NO6,C_16 H_18 O_6 N_1 C13_1,10,17,1.118,0.353,16,19,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564102.42,584691.5,333.1173049,0.135778487,12,0.2,0.38,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1.33,99.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.1210058,NA,NA,NA,NA,340,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4251761,2670877,3651954,2840726,NA,3219633,NA,NA,NA,NA,NA,NA,NA,NA,NA,3705681,4518015,3652980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2808545,3126295,2985557,NA,NA,3468205
-1,333.1343481,0.0394863,334.1416377,C_18 H_22 O_6,C18H22O6,C_18 H_21 O_6,16,18,1.222,0.333,18,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564102.42,620002.9474,333.1343478,0.109032426,19,0.17,0.33,8,0,0,0,1,0,1,0,0,0,0,0,0,0,7.81,-8.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.25423113,NA,NA,NA,NA,218,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2812981,2652524,NA,NA,3797107,3549472,3996021,3932313,4819737,4585652,NA,NA,NA,3145608,NA,NA,3403246,3432750,NA,3881811,NA,3526007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52453092,55794716,61627992,50649688,55335932,57236400
0,333.1456077,0.0390719,334.1528711,C_17 H_22 O_5 N_2,C17H22N2O5,C_17 H_21 O_5 N_2,7,17,1.294,0.294,17,22,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564102.42,638742.7857,333.1456095,0.141403481,14,0.1,0.28,8,0,0,0,1,0,1,0,0,0,0,0,0,0,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2672533,NA,NA,3187053,3631751,2810515,NA,NA,NA,2693274,NA,NA,2815707,NA,NA,NA,NA,NA,NA,3031343,NA,3156821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8056552,8256543,8969819,6617690,9174016,7437237
-1,333.1683328,0.2611471,334.175522,C_23 H_26 S_1,C23H26S,C_23 H_25 S_1,2,23,1.13,0,23,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564102.42,609040,333.1683324,0.217895762,25,0.45,0.45,11,0,0,0,1,0,1,0,0,0,0,0,0,0,5.02,-81.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.1111441,NA,NA,NA,NA,1029,FALSE,NA,NA,NA,NA,2789081,NA,NA,NA,NA,NA,NA,NA,NA,12324761,13454505,12880954,17488240,18209418,18141844,6414454,6404390,4815228,11894942,11287326,10127546,14503645,14814457,12489205,15271819,15028423,14241603,21632500,19763506,20993670,8313689,10182789,8101243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,333.1707208,0.0774827,334.1780231,C_19 H_26 O_5,C19H26O5,C_19 H_25 O_5,18,19,1.368,0.263,19,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564102.42,623370.1333,333.1707234,0.167276464,15,0.14,0.27,7,0,0,0,1,0,1,0,0,0,0,0,0,0,3.51,-39.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.0600295,NA,NA,NA,NA,170,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2948154,2789745,NA,NA,NA,NA,NA,NA,NA,NA,2707166,NA,NA,NA,2592967,3262276,4040180,2963762,2963079,3996505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16670446,16997412,19521122,16489057,18160646,18848700
0,333.1819656,0.0433527,334.1892565,C_18 H_26 O_4 N_2,C18H26N2O4,C_18 H_25 O_4 N_2,1,18,1.444,0.222,18,26,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564102.42,545945.8333,333.1819656,0.187851435,6,0.08,0.21,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2594105,NA,NA,NA,NA,NA,NA,3406094,NA,NA,NA,NA,3118940,3385355,NA,2639463,2728620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,333.2071342,0.0063043,334.2144085,C_20 H_30 O_4,C20H30O4,C_20 H_29 O_4,17,20,1.5,0.2,20,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564102.42,643517,333.2071342,0.104565614,28,0.12,0.22,6,0,0,0,0,0,0,1,0,1,0,0,0,0,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,FALSE,NA,NA,2645837,3055762,3841758,3455465,3338889,NA,NA,NA,NA,NA,NA,5607328,5618863,4877375,6818166,6707855,6386329,NA,NA,3434883,5329060,5188388,4683968,4706018,4484349,4739580,4904847,5165259,3751753,5731833,6496566,6981261,3304287,4313227,3089792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2680426,NA,NA,NA
-1,334.0761455,0.0993335,335.0834552,C_14 H_14 O_7 N_2 C13_1,C15H14N2O7,C_14 H_13 O_7 N_2 C13_1,2,15,0.933,0.467,14,14,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564456.806,570391,334.0761455,0.238418777,4,0.17,0.47,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1.38,322.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777.6522894,NA,NA,NA,NA,406,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2787178,NA,4192266,3511081,3629432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,334.0932396,0.0438495,335.1005013,C_16 H_17 O_7 N_1,C16H17NO7,C_16 H_16 O_7 N_1,12,16,1.062,0.438,16,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564456.806,606995.3,334.0932393,0.353757698,10,0.12,0.39,9,0,0,0,1,0,1,0,0,0,0,0,0,0,3.83,208.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.0003277,NA,NA,NA,NA,341,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2605809,NA,NA,2677290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3392494,NA,3151352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13590480,14425353,14360379,13474664,14195933,16358580
0,334.1044912,0.0981016,335.1117347,C_15 H_17 O_6 N_3,C15H17N3O6,C_15 H_16 O_6 N_3,2,15,1.133,0.4,15,17,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564456.806,600234.75,334.1044893,0.185463221,8,0,0.33,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2576940,NA,NA,NA,NA,NA,2730643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600339,3697932,4529982,4799339,4250848,5024952
-1,334.1296005,0.0291194,335.1368867,C_17 H_21 O_6 N_1,C17H21NO6,C_17 H_20 O_6 N_1,12,17,1.235,0.353,17,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564456.806,585747.5,334.129603,0.011111367,6,0.1,0.31,8,0,0,0,1,0,1,0,0,0,0,0,0,0,7.04,-67.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.51406459,NA,NA,NA,NA,220,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16113625,18128146,19455812,16915314,18062566,19668158
-1,334.1377026,0.0402811,335.1449925,C_17 H_22 O_6 C13_1,C18H22O6,C_17 H_21 O_6 C13_1,16,18,1.222,0.333,17,22,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564456.806,594457.5,334.1377052,0.026357251,6,0.17,0.33,8,0,0,0,1,0,1,0,0,0,0,0,0,0,4.32,-8.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.25423113,NA,NA,NA,NA,218,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9510875,10853652,12500805,10877813,11279591,11410624
0,334.1408409,0.0082919,335.1481201,C_16 H_21 O_5 N_3,C16H21N3O5,C_16 H_20 O_5 N_3,5,16,1.312,0.312,16,21,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564456.806,640394.4286,334.1408431,0.124569373,7,0,0.24,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2701160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3817436,4074773,4489030,3758966,4791528,6257858
