"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.7","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","mean_of_ratio_deviance","diff_filter","alternative_formula","Sample1_masslistsSTD1_LSt_MA_FTMS_STD1_01_1-2-34_1_21572.csv","Sample2_masslistsSTD1_LSt_MA_FTMS_STD1_02_1-2-34_1_21580.csv","Sample3_masslistsSTD1_LSt_MA_FTMS_STD1_03_1-2-34_1_21588.csv","Sample4_masslistsSTD2_LSt_MA_FTMS_STD2_01_1-2-45_1_21724.csv","Sample5_masslistsSTD2_LSt_MA_FTMS_STD2_02_1-2-45_1_21734.csv","Sample6_masslistsSTD2_LSt_MA_FTMS_STD2_03_1-2-45_1_21744.csv","Sample7_masslistsSTD3_LSt_MA_FTMS_STD3_01_1-2-36_1_21598.csv","Sample8_masslistsSTD3_LSt_MA_FTMS_STD3_02_1-2-36_1_21606.csv","Sample9_masslistsSTD3_LSt_MA_FTMS_STD3_03_1-2-36_1_21614.csv","Sample10_masslistsStock STD_LSt_MA_FTMS_Stock STD_01_1-2-38_1_21624.csv","Sample11_masslistsStock STD_LSt_MA_FTMS_Stock STD_02_1-2-38_1_21634.csv","Sample12_masslistsStock STD_LSt_MA_FTMS_Stock STD_03_1-2-38_1_21644.csv"
-1,122.032860008236,0.0192376,123.040134073,"C_6 H_6 O_2 C13_1","C7H6O2","C_6 H_5 O_2 C13_1",3,7,0.857,0.286,6,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3239463.68105045,1529030.85714286,122.032862289393,0.0255120460117375,7,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,8.43,-98.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4568583039212,NA,NA,NA,NA,13,98.22,FALSE,NA,16294861,11654445,NA,43536272,44125708,43208252,NA,NA,NA,NA,15917739,16434687
-1,123.033741697476,0.0603833,124.041025619,"C_7 H_6 O_1 O18_1","C7H6O2","C_7 H_5 O_1 O18_1",3,7,0.857,0.286,7,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240371.88200442,1759251,123.033743279967,0.085183215375748,2,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.25,NA,NA,616.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.570960925003,NA,NA,13,616.84,FALSE,NA,NA,NA,NA,4573530,3518165,NA,NA,NA,NA,NA,NA,NA
0,125.024419880604,0.0194792,126.031693857,"C_6 H_6 O_3","C6H6O3","C_6 H_5 O_3",1,6,1,0.5,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3242189.04784072,1597348,125.024419615082,0.0471539257182417,5,0.33,0.56,4,1,0,1,0,0,0,0,0,0,0,0,0,0,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,Inf,FALSE,NA,3268700,3564214,NA,19021558,19993966,19217814,NA,NA,NA,NA,NA,NA
0,126.092452173476,0.1178759,127.099713623,"C_7 H_13 O_1 N_1","C7H13NO","C_7 H_12 O_1 N_1",1,7,1.857,0.143,7,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3243098.01286583,1608700.33333333,126.092461421341,0.0634977194412009,6,0,0.09,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,5959148,5866233,7252959,7477333,5950938,7319855
0,127.040072694414,0.0411488,128.047343857,"C_6 H_8 O_3","C6H8O3","C_6 H_7 O_3",2,6,1.333,0.5,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3244007.23272414,1594860.5,127.040072694414,0.00111320266780357,2,0,0.33,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Inf,FALSE,NA,6379805,5101170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,128.071717549341,0.1219331,129.078978242,"C_6 H_11 O_2 N_1","C6H11NO2","C_6 H_10 O_2 N_1",1,6,1.833,0.333,6,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3244916.7074871,1781745,128.071728365593,0.123375617718295,5,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,4200372,NA,3440522,3601411,3260810,3796959
0,129.055729698318,0.094362,130.062993857,"C_6 H_10 O_3","C6H10O3","C_6 H_9 O_3",3,6,1.667,0.5,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3245826.43722617,1385840.28571429,129.055738984108,0.102760426666289,7,0,0.11,2,0,0,0,0,0,0,1,0,1,0,0,0,0,6.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Inf,FALSE,NA,NA,NA,NA,3875675,NA,NA,22092188,21236392,30719846,23805920,25555304,27391166
0,131.034981993927,0.0003862,132.042258476,"C_5 H_8 O_4","C5H8O4","C_5 H_7 O_4",2,5,1.6,0.8,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3247646.6619186,1475887.66666667,131.034981918941,0.010524213976549,6,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Inf,FALSE,NA,23954116,20680724,NA,28950056,25144472,26184884,NA,NA,NA,4980139,NA,NA
0,133.05063048647,0.0116218,134.057908476,"C_5 H_10 O_4","C5H10O4","C_5 H_9 O_4",6,5,2,0.8,5,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3249467.90737353,1426598.5,133.050630286861,0.0714628503603103,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Inf,FALSE,NA,18655918,17223678,NA,20221452,16223354,19565714,NA,NA,NA,NA,NA,3410027
0,137.024419620623,0.0159021,138.031693857,"C_7 H_6 O_3","C7H6O3","C_7 H_5 O_3",2,7,0.857,0.429,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3253113.46286096,1648680.33333333,137.024417402392,0.10050850471103,3,0.5,0.64,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Inf,FALSE,NA,NA,NA,NA,5126681,4671624,3803297,NA,NA,NA,NA,NA,NA
0,142.050958578654,0.0548797,143.058242861,"C_6 H_9 O_3 N_1","C6H9NO3","C_6 H_8 O_3 N_1",1,6,1.5,0.5,6,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3257676.15921263,1310724.28571429,142.050969307223,0.0999966788757288,7,0,0.14,3,0,0,0,0,0,0,1,0,1,1,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Inf,FALSE,NA,3938108,NA,NA,NA,NA,NA,21877230,20353788,32653284,26779736,25743838,28333362
-1,143.034981112643,0.0064703,144.042258476,"C_6 H_8 O_4","C6H8O4","C_6 H_7 O_4",2,6,1.333,0.667,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3258589.46613217,1298166.625,143.034981048606,0.0330771572663375,8,0,0.25,3,0,0,0,1,1,0,0,0,0,0,0,0,0,23.48,-11.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.061228817136,NA,NA,NA,NA,8,11.71,FALSE,NA,39912296,34701504,NA,172220160,171138432,169336224,NA,NA,NA,6927513,10299931,7477616
0,143.155353103053,0.12814,144.162648008,"C_8 H_20 N_2","C8H20N2","C_8 H_19 N_2",1,8,2.5,0,8,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3258589.46613217,1471474.5,143.155349945517,0.156510060870541,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,Inf,FALSE,NA,NA,NA,NA,4025102,NA,3280303,NA,NA,NA,NA,NA,NA
0,144.030220311154,0.0740291,145.03750748,"C_5 H_7 O_4 N_1","C5H7NO4","C_5 H_6 O_4 N_1",1,5,1.4,0.8,5,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3259503.02910219,1371171.66666667,144.030231821054,0.07886306159274,6,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,7236172,7968603,11169906,9111778,9146978,9555383
-1,144.038337022789,0.0009859,145.045613311,"C_5 H_8 O_4 C13_1","C6H8O4","C_5 H_7 O_4 C13_1",2,6,1.333,0.667,5,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3259503.02910219,1384792.75,144.038334576908,0.041054169914165,4,0,0.25,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2.81,-11.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.061228817136,NA,NA,NA,NA,8,11.71,FALSE,NA,3446682,NA,NA,11188043,10134981,11865586,NA,NA,NA,NA,NA,NA
0,145.050634398162,0.0161169,146.057908476,"C_6 H_10 O_4","C6H10O4","C_6 H_9 O_4",2,6,1.667,0.667,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3260416.84819447,1448460.6,145.050637804159,0.202543048328212,5,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Inf,FALSE,NA,7330773,5738805,NA,NA,NA,3700809,NA,NA,NA,4446519,3391669,NA
0,146.045879253576,0.0122065,147.05315748,"C_5 H_9 O_4 N_1","C5H9NO4","C_5 H_8 O_4 N_1",2,5,1.8,0.8,5,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3261330.92348082,1313066,146.04588382493,0.30579062004075,6,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,14.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,Inf,FALSE,NA,118539288,104710520,NA,NA,3336817,NA,NA,NA,NA,20890004,21312272,21145188
-4,146.082243579839,0.1553476,147.089542861,"C_6 H_13 O_3 N_1","C6H13NO3","C_6 H_12 O_3 N_1",6,6,2.167,0.5,6,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3261330.92348082,1325100.33333333,146.082255147214,0.086380234953881,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4087.22,-333.4,-392.03,-259.08,NA,-379.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3485421513101,22.1712349803875,34.1774998352158,NA,54.7098223020291,414,341.06,FALSE,NA,NA,NA,NA,NA,NA,NA,12438946816,12449432576,18049163264,12227469312,12302967808,12510586880
-2,147.066289210694,0.0483949,148.073558476,"C_6 H_12 O_4","C6H12O4","C_6 H_11 O_4",6,6,2,0.667,6,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3262245.25503305,1304523.75,147.066300582202,0.0905372019409671,8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,145.3,-124.98,NA,41.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.77817674546039,NA,157.725402594224,NA,NA,2,83.42,FALSE,NA,6063198,5021127,NA,NA,NA,NA,453853952,458834976,662331776,739009024,734946176,731932352
-1,147.079302293725,0.0065435,148.086577756,"C_6 H_13 O_3 N15_1","C6H13NO3","C_6 H_12 O_3 N15_1",6,6,2.167,0.5,6,13,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3262245.25503305,1244461.83333333,147.079313992586,0.102180715499215,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.18,NA,NA,NA,NA,-379.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7098223020291,414,379.72,FALSE,NA,NA,NA,NA,NA,NA,NA,28680976,28787746,42967452,32834048,35005304,30959308
-2,147.085635106236,0.0934683,148.092897696,"C_5 H_13 O_3 N_1 C13_1","C6H13NO3","C_5 H_12 O_3 N_1 C13_1",6,6,2.167,0.5,5,13,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3262245.25503305,1275049.83333333,147.085646780492,0.105657807887225,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,182.71,-333.4,NA,302.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3485421513101,22.1712349803875,255.862114708457,NA,NA,414,317.94,FALSE,NA,NA,NA,NA,NA,NA,NA,539575040,534201376,792748416,568222208,561931136,579626688
-1,148.069653732311,0.113049,149.076913311,"C_5 H_12 O_4 C13_1","C6H12O4","C_5 H_11 O_4 C13_1",6,6,2,0.667,5,12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263159.84292303,1261261.83333333,148.069665466271,0.107067104658829,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,11.33,-124.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.77817674546039,NA,NA,NA,NA,2,124.98,FALSE,NA,NA,NA,NA,NA,NA,NA,26747742,26928242,39272980,43164276,42435560,43378492
-2,148.086508246374,0.0306116,149.093789242,"C_6 H_13 O_2 N_1 O18_1","C6H13NO3","C_6 H_12 O_2 N_1 O18_1",6,6,2.167,0.5,6,13,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263159.84292303,1230382.66666667,148.086519880618,0.0945579631948081,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.22,171.72,NA,-259.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.534849608115,NA,34.1774998352158,NA,NA,414,215.4,FALSE,NA,NA,NA,NA,NA,NA,NA,53789536,53298292,77521432,55534196,58876904,57665340
-1,148.088994190496,0.1213377,149.096252531,"C_4 H_13 O_3 N_1 C13_2","C6H13NO3","C_4 H_12 O_3 N_1 C13_2",6,6,2.167,0.5,4,13,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263159.84292303,1287717.16666667,148.089005986237,0.108563823259922,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,NA,-392.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1712349803875,NA,NA,NA,414,392.03,FALSE,NA,NA,NA,NA,NA,NA,NA,13906783,13526131,21787158,14008949,13652970,14284606
0,149.045543515518,0.0209793,150.052823095,"C_5 H_10 O_5","C5H10O5","C_5 H_9 O_5",2,5,2,1,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264074.68722261,1234376.25,149.045544911232,0.0700962558907643,8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Inf,FALSE,NA,27067650,24789620,NA,17453362,18300862,20389898,NA,NA,NA,5161198,5026911,5195699
-1,149.070541435414,0.0866884,150.077804857,"C_6 H_12 O_3 O18_1","C6H12O4","C_6 H_11 O_3 O18_1",6,6,2,0.667,6,12,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264074.68722261,1444704.2,149.070555263571,0.107326200596239,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.71,NA,NA,41.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.725402594224,NA,NA,2,41.86,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3722441,5965463,7426801,4887651,5828534
-2,149.089883149593,0.1032931,150.097144077,"C_5 H_13 O_2 N_1 C13_1 O18_1","C6H13NO3","C_5 H_12 O_2 N_1 C13_1 O18_1",6,6,2.167,0.5,5,13,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264074.68722261,1272658.6,149.089896626825,0.159589719458638,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,171.72,NA,302.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.534849608115,NA,255.862114708457,NA,NA,414,237.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,4536523,5338777,5612276,4814949,3505081
